t_s,stream,v1,v2,v3,v4
13.565341,shank_accel,-0.375000,2.441406,-9.671875,
13.565685,toe_fsr,-1,,,
13.567144,shank_gyro,-0.003906,-0.001953,-0.001953,
13.568511,foot_gyro,0.000000,0.000000,0.000000,
13.568761,heel_fsr,452,,,
13.569413,shank_accel,-0.335938,2.441406,-9.671875,
13.569675,encoder,121.113281,,,
13.570553,foot_accel,0.812500,2.007812,-9.492188,
13.571213,shank_gyro,0.000000,0.000000,0.000000,
13.571464,toe_fsr,-1,,,
13.572302,foot_accel,0.812500,2.007812,-9.531250,
13.573106,shank_accel,-0.335938,2.402344,-9.675781,
13.573352,heel_fsr,455,,,
13.573735,encoder,121.113281,,,
13.574654,foot_gyro,0.000000,0.000000,0.000000,
13.575287,shank_gyro,0.000000,0.000000,0.000000,
13.575516,toe_fsr,5,,,
13.576293,foot_accel,0.812500,2.007812,-9.492188,
13.577335,shank_accel,-0.375000,2.402344,-9.675781,
13.577558,heel_fsr,450,,,
13.578588,foot_gyro,0.000000,0.000000,0.000000,
13.579418,encoder,121.113281,,,
13.580376,foot_accel,0.812500,1.968750,-9.492188,
13.581401,shank_gyro,0.000000,0.000000,0.000000,
13.581624,toe_fsr,2,,,
13.582398,foot_gyro,0.000000,0.000000,0.000000,
13.583057,shank_accel,-0.335938,2.402344,-9.710938,
13.583317,encoder,121.113281,,,
13.584708,foot_accel,0.812500,2.042969,-9.531250,
13.584970,heel_fsr,444,,,
13.586070,shank_accel,-0.375000,2.441406,-9.714844,
13.587532,shank_gyro,0.000000,0.000000,0.000000,
13.588588,foot_gyro,0.000000,0.000000,0.000000,
13.588839,toe_fsr,0,,,
13.589668,shank_accel,-0.375000,2.441406,-9.671875,
13.589930,encoder,121.113281,,,
13.590595,foot_accel,0.812500,2.007812,-9.453125,
13.590857,heel_fsr,458,,,
13.591897,shank_gyro,0.000000,0.000000,0.000000,
13.592752,foot_accel,0.851562,2.007812,-9.492188,
13.593378,shank_accel,-0.335938,2.402344,-9.675781,
13.593608,encoder,121.113281,,,
13.594669,foot_gyro,0.000000,0.000000,0.000000,
13.594898,toe_fsr,6,,,
13.595691,shank_gyro,0.000000,0.000000,0.000000,
13.596305,foot_accel,0.812500,2.042969,-9.492188,
13.597317,shank_accel,-0.375000,2.441406,-9.714844,
13.597539,heel_fsr,457,,,
13.598687,foot_gyro,0.000000,0.000000,0.000000,
13.599523,toe_fsr,-4,,,
13.599906,encoder,121.113281,,,
13.600551,foot_accel,0.812500,2.007812,-9.492188,
13.601573,shank_gyro,0.000000,0.000000,0.000000,
13.601804,heel_fsr,449,,,
13.602577,foot_gyro,0.000000,0.000000,0.000000,
13.603202,shank_accel,-0.375000,2.402344,-9.710938,
13.603463,encoder,121.113281,,,
13.604753,foot_accel,0.812500,2.042969,-9.492188,
13.605016,toe_fsr,-2,,,
13.606268,shank_accel,-0.414062,2.402344,-9.675781,
13.607127,heel_fsr,456,,,
13.607785,shank_gyro,0.000000,0.000000,0.000000,
13.608622,foot_gyro,0.000000,0.000000,0.000000,
13.609278,shank_accel,-0.375000,2.441406,-9.714844,
13.609525,toe_fsr,6,,,
13.609955,encoder,121.113281,,,
13.610639,foot_accel,0.812500,2.007812,-9.531250,
13.611652,shank_gyro,0.000000,0.000000,0.000000,
13.611894,heel_fsr,464,,,
13.612677,foot_accel,0.812500,2.007812,-9.531250,
13.613300,shank_accel,-0.335938,2.402344,-9.710938,
13.613532,encoder,121.113281,,,
13.614568,foot_gyro,0.000000,0.000000,0.000000,
13.614798,toe_fsr,0,,,
13.615585,shank_gyro,0.000000,0.000000,0.000000,
13.616203,foot_accel,0.812500,2.007812,-9.453125,
13.617232,shank_accel,-0.375000,2.441406,-9.714844,
13.617454,heel_fsr,463,,,
13.618676,foot_gyro,0.000000,0.000000,0.000000,
13.619513,toe_fsr,-4,,,
13.619896,encoder,121.113281,,,
13.620523,foot_accel,0.812500,2.007812,-9.492188,
13.621564,shank_gyro,0.000000,0.000000,0.000000,
13.621823,heel_fsr,464,,,
13.622653,foot_gyro,0.000000,0.000000,0.000000,
13.623434,shank_accel,-0.375000,2.402344,-9.675781,
13.623685,toe_fsr,6,,,
13.624115,encoder,121.113281,,,
13.625190,foot_accel,0.812500,2.007812,-9.562500,
13.625451,heel_fsr,450,,,
13.626246,shank_accel,-0.375000,2.402344,-9.710938,
13.627853,shank_gyro,0.000000,0.000000,0.000000,
13.628101,toe_fsr,4,,,
13.628533,encoder,121.113281,,,
13.629559,foot_gyro,0.000000,0.000000,0.000000,
13.630171,shank_accel,-0.335938,2.402344,-9.710938,
13.630401,heel_fsr,458,,,
13.631175,foot_accel,0.812500,2.042969,-9.531250,
13.632190,shank_gyro,0.000000,0.000000,0.000000,
13.632415,toe_fsr,-1,,,
13.633592,foot_gyro,0.000000,0.000000,0.000000,
13.634223,shank_accel,-0.335938,2.402344,-9.710938,
13.634447,heel_fsr,456,,,
13.634673,encoder,121.113281,,,
13.635462,foot_accel,0.812500,2.007812,-9.531250,
13.636486,shank_gyro,0.000000,0.000000,0.000000,
13.636711,toe_fsr,-2,,,
13.637492,foot_accel,0.851562,2.007812,-9.492188,
13.638127,shank_accel,-0.375000,2.402344,-9.710938,
13.638357,encoder,121.113281,,,
13.638982,foot_gyro,0.000000,0.000000,0.000000,
13.639252,heel_fsr,450,,,
13.639904,shank_accel,-0.335938,2.441406,-9.714844,
13.640741,foot_accel,0.812500,2.007812,-9.531250,
13.641834,shank_gyro,0.000000,0.000000,0.000000,
13.642082,toe_fsr,7,,,
13.642924,foot_gyro,0.000000,0.000000,0.000000,
13.643574,shank_accel,-0.375000,2.441406,-9.671875,
13.643827,heel_fsr,462,,,
13.644081,encoder,121.113281,,,
13.645743,foot_accel,0.812500,2.007812,-9.531250,
13.646045,toe_fsr,2,,,
13.647340,shank_gyro,0.000000,0.000000,0.000000,
13.648032,foot_gyro,0.000000,0.000000,0.000000,
13.648308,heel_fsr,462,,,
13.648972,shank_accel,-0.375000,2.402344,-9.675781,
13.649701,encoder,121.113281,,,
13.650625,foot_accel,0.812500,2.007812,-9.531250,
13.651643,shank_gyro,0.000000,0.000000,0.000000,
13.651878,toe_fsr,-2,,,
13.652684,foot_accel,0.812500,2.007812,-9.531250,
13.653331,shank_accel,-0.335938,2.402344,-9.710938,
13.653567,encoder,121.113281,,,
13.654647,foot_gyro,0.000000,0.000000,0.000000,
13.654879,heel_fsr,451,,,
13.655511,shank_gyro,0.000000,0.000000,0.000000,
13.656304,foot_accel,0.812500,2.042969,-9.492188,
13.657394,shank_accel,-0.375000,2.441406,-9.671875,
13.657622,toe_fsr,7,,,
13.658790,foot_gyro,0.000000,0.000000,0.000000,
13.659581,shank_accel,-0.335938,2.441406,-9.714844,
13.659840,heel_fsr,462,,,
13.660102,encoder,121.113281,,,
13.660972,foot_accel,0.812500,2.042969,-9.492188,
13.661634,shank_gyro,0.000000,0.000000,0.000000,
13.661885,toe_fsr,5,,,
13.662706,foot_gyro,0.000000,0.000000,0.000000,
13.663362,shank_accel,-0.375000,2.402344,-9.675781,
13.663666,encoder,121.113281,,,
13.664887,foot_accel,0.812500,2.007812,-9.531250,
13.665153,heel_fsr,456,,,
13.665813,shank_gyro,0.000000,0.000000,0.000000,
13.667612,shank_accel,-0.375000,2.441406,-9.714844,
13.667841,toe_fsr,-5,,,
13.668235,encoder,121.113281,,,
13.669259,foot_gyro,0.000000,0.000000,0.000000,
13.670098,heel_fsr,458,,,
13.670893,foot_accel,0.812500,2.042969,-9.562500,
13.671920,shank_gyro,0.000000,0.000000,0.000000,
13.672145,toe_fsr,0,,,
13.672932,foot_accel,0.812500,2.007812,-9.531250,
13.673557,shank_accel,-0.335938,2.402344,-9.710938,
13.673788,encoder,121.113281,,,
13.674812,foot_gyro,0.000000,0.000000,0.000000,
13.675042,heel_fsr,451,,,
13.675665,shank_accel,-0.335938,2.402344,-9.710938,
13.676469,foot_accel,0.851562,2.007812,-9.531250,
13.677363,shank_gyro,0.000000,0.000000,0.000000,
13.677613,toe_fsr,7,,,
13.678882,foot_gyro,0.000000,0.000000,0.000000,
13.679534,shank_accel,-0.335938,2.441406,-9.671875,
13.679788,heel_fsr,464,,,
13.680044,encoder,121.113281,,,
13.680904,foot_accel,0.812500,2.007812,-9.453125,
13.681563,shank_gyro,0.000000,0.000000,0.000000,
13.681812,toe_fsr,-4,,,
13.682639,foot_gyro,0.000000,0.000000,0.000000,
13.683398,shank_accel,-0.335938,2.402344,-9.675781,
13.683651,heel_fsr,455,,,
13.683906,encoder,121.113281,,,
13.685154,foot_accel,0.851562,2.007812,-9.453125,
13.685800,shank_gyro,0.000000,0.000000,0.000000,
13.686023,toe_fsr,-2,,,
13.687607,shank_accel,-0.375000,2.402344,-9.675781,
13.687836,heel_fsr,464,,,
13.688852,foot_gyro,0.000000,0.000000,0.000000,
13.689694,encoder,121.113281,,,
13.690640,foot_accel,0.812500,1.968750,-9.492188,
13.691795,shank_gyro,0.000000,0.000000,0.000000,
13.692022,toe_fsr,7,,,
13.692805,foot_accel,0.851562,2.007812,-9.453125,
13.693426,shank_accel,-0.375000,2.402344,-9.710938,
13.693658,encoder,121.113281,,,
13.694713,foot_gyro,0.000000,0.000000,0.000000,
13.694944,heel_fsr,459,,,
13.695588,shank_accel,-0.335938,2.402344,-9.675781,
13.696423,foot_accel,0.851562,2.007812,-9.492188,
13.697088,shank_gyro,0.000000,0.000000,0.000000,
13.697336,toe_fsr,0,,,
13.698574,foot_gyro,0.000000,0.000000,0.000000,
13.699221,shank_accel,-0.375000,2.402344,-9.675781,
13.699473,heel_fsr,451,,,
13.699732,encoder,121.113281,,,
13.700623,foot_accel,0.812500,2.042969,-9.531250,
13.701268,shank_gyro,0.000000,0.000000,0.000000,
13.701516,toe_fsr,-4,,,
13.703461,shank_accel,-0.375000,2.441406,-9.714844,
13.703857,heel_fsr,461,,,
13.704091,encoder,121.113281,,,
13.705317,foot_gyro,0.000000,0.000000,0.000000,
13.705943,shank_gyro,0.000000,0.000000,0.000000,
13.706166,toe_fsr,2,,,
13.706951,foot_accel,0.812500,2.042969,-9.531250,
13.707999,shank_accel,-0.335938,2.402344,-9.710938,
13.708226,heel_fsr,455,,,
13.708453,encoder,121.113281,,,
13.709635,foot_gyro,0.000000,0.000000,0.000000,
13.710247,shank_gyro,0.000000,0.000000,0.000000,
13.710470,toe_fsr,10,,,
13.711243,foot_accel,0.812500,2.007812,-9.492188,
13.712281,shank_accel,-0.335938,2.402344,-9.675781,
13.712507,heel_fsr,454,,,
13.713633,foot_gyro,0.000000,0.000000,0.000000,
13.714292,shank_accel,-0.375000,2.441406,-9.714844,
13.714559,encoder,121.113281,,,
13.715457,foot_accel,0.812500,2.007812,-9.453125,
13.716545,shank_gyro,0.000000,0.000000,0.000000,
13.716802,toe_fsr,-3,,,
13.718392,foot_accel,0.812500,2.007812,-9.492188,
13.718636,heel_fsr,450,,,
13.719282,shank_accel,-0.375000,2.441406,-9.671875,
13.719548,encoder,121.113281,,,
13.720431,foot_gyro,0.000000,0.000000,0.000000,
13.721078,shank_gyro,0.000000,0.000000,0.000000,
13.721326,toe_fsr,-1,,,
13.722141,foot_accel,0.812500,2.007812,-9.492188,
13.723201,shank_accel,-0.335938,2.402344,-9.675781,
13.723420,heel_fsr,455,,,
13.723648,encoder,121.113281,,,
13.724839,foot_gyro,0.000000,0.000000,0.000000,
13.725455,shank_gyro,0.000000,0.000000,0.000000,
13.725676,toe_fsr,7,,,
13.726460,foot_accel,0.851562,2.007812,-9.492188,
13.727473,shank_accel,-0.375000,2.402344,-9.710938,
13.727696,heel_fsr,455,,,
13.728768,foot_gyro,0.000000,0.000000,0.000000,
13.729601,encoder,121.113281,,,
13.730707,foot_accel,0.812500,2.042969,-9.531250,
13.731836,shank_gyro,0.000000,0.000000,0.000000,
13.732085,toe_fsr,0,,,
13.732922,foot_accel,0.812500,2.007812,-9.531250,
13.733681,shank_accel,-0.375000,2.402344,-9.710938,
13.733929,heel_fsr,452,,,
13.734181,encoder,121.113281,,,
13.735035,foot_gyro,0.000000,0.000000,0.000000,
13.735693,shank_accel,-0.375000,2.402344,-9.710938,
13.735945,toe_fsr,-3,,,
13.736767,foot_accel,0.812500,2.042969,-9.492188,
13.738519,foot_gyro,0.000000,0.000000,0.000000,
13.738767,heel_fsr,446,,,
13.739441,shank_gyro,0.000000,0.000000,0.000000,
13.739706,encoder,121.113281,,,
13.742185,shank_accel,-0.335938,2.402344,-9.675781,
13.742193,shank_gyro,0.000000,0.000000,0.000000,
13.742594,toe_fsr,6,,,
13.743466,foot_gyro,0.000000,0.000000,0.000000,
13.744091,shank_accel,-0.375000,2.402344,-9.675781,
13.744316,heel_fsr,462,,,
13.744543,encoder,121.113281,,,
13.745742,foot_accel,0.812500,2.007812,-9.531250,
13.746870,shank_gyro,0.000000,0.000000,0.000000,
13.747092,toe_fsr,4,,,
13.747895,foot_gyro,0.000000,0.000000,0.000000,
13.748513,shank_accel,-0.375000,2.402344,-9.675781,
13.748746,encoder,121.113281,,,
13.749804,foot_accel,0.812500,2.007812,-9.492188,
13.750059,heel_fsr,455,,,
13.750758,shank_accel,-0.335938,2.402344,-9.710938,
13.752233,shank_gyro,0.000000,0.000000,0.000000,
13.752460,toe_fsr,-2,,,
13.753668,foot_gyro,0.000000,0.000000,0.000000,
13.754318,shank_accel,-0.375000,2.441406,-9.753906,
13.754568,heel_fsr,450,,,
13.754830,encoder,121.113281,,,
13.755682,foot_accel,0.812500,2.007812,-9.492188,
13.756338,shank_gyro,0.000000,0.000000,0.000000,
13.756589,toe_fsr,6,,,
13.757421,foot_accel,0.851562,2.007812,-9.492188,
13.758504,shank_accel,-0.375000,2.363281,-9.710938,
13.758752,heel_fsr,451,,,
13.759006,encoder,121.113281,,,
13.760514,foot_gyro,0.000000,0.000000,0.000000,
13.760840,toe_fsr,9,,,
13.762010,shank_gyro,0.000000,0.000000,0.000000,
13.762652,foot_accel,0.812500,2.007812,-9.492188,
13.762875,heel_fsr,447,,,
13.763569,shank_accel,-0.375000,2.441406,-9.714844,
13.763801,encoder,121.113281,,,
13.764980,foot_gyro,0.000000,0.000000,0.000000,
13.765610,shank_gyro,0.000000,0.000000,0.000000,
13.765834,toe_fsr,-6,,,
13.766634,foot_accel,0.773438,2.007812,-9.566406,
13.767707,shank_accel,-0.375000,2.402344,-9.710938,
13.767931,heel_fsr,453,,,
13.768156,encoder,121.113281,,,
13.769327,foot_gyro,0.000000,0.000000,0.000000,
13.769980,shank_accel,-0.375000,2.441406,-9.714844,
13.770230,toe_fsr,-1,,,
13.771063,foot_accel,0.773438,2.042969,-9.535156,
13.771941,shank_gyro,0.000000,0.000000,0.000000,
13.772193,heel_fsr,449,,,
13.772843,foot_accel,0.812500,2.042969,-9.492188,
13.773569,shank_accel,-0.375000,2.402344,-9.710938,
13.773832,encoder,121.113281,,,
13.775092,foot_gyro,0.000000,0.000000,0.000000,
13.775746,shank_gyro,0.000000,0.000000,0.000000,
13.775999,toe_fsr,8,,,
13.776832,foot_accel,0.812500,2.007812,-9.531250,
13.777889,shank_accel,-0.375000,2.402344,-9.750000,
13.778138,heel_fsr,452,,,
13.778392,encoder,121.113281,,,
13.779244,foot_gyro,0.000000,0.000000,0.000000,
13.780749,foot_accel,0.812500,2.007812,-9.531250,
13.780974,toe_fsr,3,,,
13.782150,shank_gyro,0.000000,0.000000,0.000000,
13.782766,foot_gyro,0.000000,0.000000,0.000000,
13.782988,heel_fsr,451,,,
13.783632,shank_accel,-0.375000,2.363281,-9.675781,
13.783865,encoder,121.113281,,,
13.785067,foot_accel,0.812500,2.007812,-9.531250,
13.785693,shank_accel,-0.335938,2.441406,-9.714844,
13.785916,toe_fsr,-3,,,
13.787678,shank_gyro,0.000000,0.000000,0.000000,
13.787904,heel_fsr,447,,,
13.788129,encoder,121.113281,,,
13.789136,foot_gyro,0.000000,0.000000,0.000000,
13.789754,shank_accel,-0.375000,2.441406,-9.671875,
13.790853,foot_accel,0.812500,2.007812,-9.492188,
13.791873,shank_gyro,0.000000,0.000000,0.000000,
13.792127,toe_fsr,5,,,
13.792963,foot_accel,0.812500,2.042969,-9.531250,
13.793618,shank_accel,-0.375000,2.402344,-9.710938,
13.793863,heel_fsr,452,,,
13.794115,encoder,121.113281,,,
13.795126,foot_gyro,0.000000,0.000000,0.000000,
13.795775,shank_gyro,0.000000,0.000000,0.000000,
13.796027,toe_fsr,2,,,
13.796853,foot_accel,0.812500,2.042969,-9.531250,
13.797918,shank_accel,-0.414062,2.402344,-9.710938,
13.798169,heel_fsr,452,,,
13.798424,encoder,121.113281,,,
13.799277,foot_gyro,0.000000,0.000000,0.000000,
13.800772,foot_accel,0.812500,2.007812,-9.531250,
13.801005,toe_fsr,-4,,,
13.802172,shank_gyro,0.000000,0.000000,0.000000,
13.802803,foot_gyro,0.000000,0.000000,0.000000,
13.803026,heel_fsr,443,,,
13.803659,shank_accel,-0.375000,2.441406,-9.714844,
13.803892,encoder,121.113281,,,
13.805092,foot_accel,0.851562,2.042969,-9.531250,
13.805718,shank_accel,-0.335938,2.402344,-9.710938,
13.805941,toe_fsr,1,,,
13.807361,shank_gyro,0.000000,0.000000,0.000000,
13.808005,foot_gyro,0.000000,0.000000,0.000000,
13.808230,heel_fsr,460,,,
13.808843,shank_accel,-0.375000,2.402344,-9.675781,
13.809074,encoder,121.113281,,,
13.810288,foot_accel,0.812500,2.007812,-9.531250,
13.811583,shank_gyro,0.000000,0.000000,0.000000,
13.811832,toe_fsr,8,,,
13.812660,foot_gyro,0.000000,0.000000,0.000000,
13.813664,shank_accel,-0.335938,2.402344,-9.710938,
13.813911,heel_fsr,454,,,
13.814164,encoder,121.113281,,,
13.815181,foot_accel,0.812500,2.007812,-9.492188,
13.815836,shank_gyro,0.000000,0.000000,0.000000,
13.816087,toe_fsr,-3,,,
13.816912,foot_accel,0.812500,2.007812,-9.531250,
13.817960,shank_accel,-0.335938,2.402344,-9.675781,
13.818205,heel_fsr,451,,,
13.818458,encoder,121.113281,,,
13.819284,foot_gyro,0.000000,0.000000,0.000000,
13.820525,foot_accel,0.812500,2.007812,-9.531250,
13.820749,toe_fsr,-1,,,
13.821914,shank_gyro,0.000000,0.000000,0.000000,
13.822553,foot_gyro,0.000000,0.000000,0.000000,
13.822782,heel_fsr,447,,,
13.823423,shank_accel,-0.375000,2.402344,-9.710938,
13.823654,encoder,121.113281,,,
13.824848,foot_accel,0.812500,2.007812,-9.531250,
13.825475,shank_accel,-0.375000,2.402344,-9.675781,
13.825698,toe_fsr,7,,,
13.827119,shank_gyro,0.000000,0.000000,0.000000,
13.827744,foot_gyro,0.000000,0.000000,0.000000,
13.828087,heel_fsr,465,,,
13.828726,shank_accel,-0.375000,2.363281,-9.675781,
13.828989,encoder,121.113281,,,
13.830248,foot_accel,0.812500,2.007812,-9.531250,
13.831300,shank_gyro,0.000000,0.000000,0.000000,
13.831550,toe_fsr,1,,,
13.832377,foot_gyro,0.000000,0.000000,0.000000,
13.833447,shank_accel,-0.375000,2.402344,-9.710938,
13.833693,heel_fsr,451,,,
13.833944,encoder,121.113281,,,
13.835230,foot_accel,0.812500,2.007812,-9.492188,
13.835936,shank_gyro,0.000000,0.000000,0.000000,
13.836175,toe_fsr,-4,,,
13.836958,foot_accel,0.812500,2.007812,-9.492188,
13.838001,shank_accel,-0.335938,2.441406,-9.714844,
13.838226,heel_fsr,460,,,
13.838451,encoder,121.113281,,,
13.839256,foot_gyro,0.000000,0.000000,0.000000,
13.840483,foot_accel,0.812500,2.007812,-9.531250,
13.840706,toe_fsr,5,,,
13.841880,shank_gyro,0.000000,0.000000,0.000000,
13.842524,foot_gyro,0.000000,0.000000,0.000000,
13.842746,heel_fsr,464,,,
13.843925,shank_accel,-0.375000,2.402344,-9.675781,
13.844156,encoder,121.113281,,,
13.845377,foot_accel,0.812500,2.007812,-9.531250,
13.846718,shank_accel,-0.335938,2.363281,-9.710938,
13.846941,toe_fsr,3,,,
13.847734,foot_gyro,0.000000,0.000000,0.000000,
13.848365,shank_gyro,0.000000,0.000000,0.000000,
13.848606,encoder,121.113281,,,
13.849643,foot_accel,0.812500,2.042969,-9.531250,
13.849904,heel_fsr,447,,,
13.850548,shank_accel,-0.375000,2.441406,-9.714844,
13.852992,shank_gyro,0.000000,0.000000,0.000000,
13.853016,shank_accel,-0.335938,2.402344,-9.710938,
13.853285,toe_fsr,-3,,,
13.853725,encoder,121.113281,,,
13.854798,foot_accel,0.812500,2.007812,-9.531250,
13.855064,heel_fsr,458,,,
13.855726,shank_gyro,0.000000,0.000000,0.000000,
13.856643,foot_gyro,0.000000,0.000000,0.000000,
13.857655,shank_accel,-0.335938,2.441406,-9.714844,
13.857883,toe_fsr,7,,,
13.858267,encoder,121.113281,,,
13.859342,foot_accel,0.851562,2.007812,-9.492188,
13.859590,heel_fsr,447,,,
13.860216,shank_accel,-0.335938,2.402344,-9.675781,
13.861022,foot_gyro,0.000000,0.000000,0.000000,
13.862055,shank_gyro,0.000000,0.000000,0.000000,
13.862277,toe_fsr,5,,,
13.863049,foot_accel,0.851562,2.007812,-9.531250,
13.863763,shank_accel,-0.375000,2.441406,-9.671875,
13.863988,heel_fsr,463,,,
13.864214,encoder,121.113281,,,
13.865417,foot_gyro,0.000000,0.000000,0.000000,
13.866590,shank_gyro,0.000000,0.000000,0.000000,
13.866837,toe_fsr,-4,,,
13.867669,foot_accel,0.812500,2.007812,-9.492188,
13.868346,shank_accel,-0.335938,2.402344,-9.710938,
13.868592,heel_fsr,441,,,
13.868845,encoder,121.113281,,,
13.870642,foot_gyro,0.000000,0.000000,0.000000,
13.870651,foot_accel,0.812500,2.007812,-9.492188,
13.870900,toe_fsr,-1,,,
13.872452,shank_gyro,0.000000,0.000000,0.000000,
13.872707,heel_fsr,444,,,
13.873815,foot_gyro,0.000000,0.000000,0.000000,
13.874440,shank_accel,-0.335938,2.402344,-9.710938,
13.874677,encoder,121.113281,,,
13.875490,foot_accel,0.812500,2.007812,-9.531250,
13.876124,shank_gyro,0.000000,0.000000,0.000000,
13.876738,foot_accel,0.812500,2.007812,-9.562500,
13.876962,toe_fsr,1,,,
13.878171,shank_accel,-0.375000,2.402344,-9.710938,
13.878404,encoder,121.113281,,,
13.879297,foot_gyro,0.000000,0.000000,0.000000,
13.879530,heel_fsr,445,,,
13.880168,shank_accel,-0.375000,2.441406,-9.714844,
13.880948,foot_accel,0.812500,2.042969,-9.531250,
13.881991,shank_gyro,0.000000,0.000000,0.000000,
13.882213,toe_fsr,-2,,,
13.883113,foot_gyro,0.000000,0.000000,0.000000,
13.883824,shank_accel,-0.335938,2.402344,-9.710938,
13.884075,heel_fsr,446,,,
13.884330,encoder,121.113281,,,
13.885613,foot_accel,0.812500,2.007812,-9.531250,
13.886260,shank_gyro,0.000000,0.000000,0.000000,
13.886508,toe_fsr,-3,,,
13.888075,shank_accel,-0.375000,2.402344,-9.675781,
13.888325,heel_fsr,445,,,
13.888578,encoder,121.113281,,,
13.889818,foot_gyro,0.000000,0.000000,0.000000,
13.890690,toe_fsr,3,,,
13.891548,foot_accel,0.812500,2.042969,-9.531250,
13.892589,shank_gyro,0.000000,0.000000,0.000000,
13.892837,heel_fsr,447,,,
13.893603,foot_accel,0.812500,2.042969,-9.492188,
13.894241,shank_accel,-0.335938,2.402344,-9.675781,
